probe    EcoCyc CommonName	EcoCyc accession	EcoCyc ID
1764957_s_at	frlC	b4474	G7724
1765113_s_at	ydeJ	b1537	EG11645
1765270_s_at	ydiL	b1689	G6915
1765354_s_at	ihfB	b0912	EG10441
1765367_at	prpE	b0335	G6200
1765599_s_at	eutN	b2456	G7286
1765885_s_at	mtn	b0159	EG11090
1766165_s_at	cpdB	b4213	EG10160
1766327_at	glmM	b3176	EG11553
1766376_s_at	ykgG	b0308	G6178
1766377_s_at	ydcW	b1444	G6755
1766422_s_at	yggP	b4465	G7520
1766591_s_at	nac	b1988	G7072
1766757_s_at	lptE	b0641	EG10855
1766796_s_at	menF	b2265	EG12362
1766810_s_at	gntT	b3415	EG12380
1766915_s_at	mscL	b3291	EG11180
1767039_at	yjiV		EG11386
1767243_s_at	lysR	b2839	EG10551
1767278_s_at	purT	b1849	EG11809
1767330_s_at	yhhK	b3459	EG12211
1767396_s_at	hokC	b4412	G0-9563
1767422_s_at	ppdD	b0108	EG12107
1767711_s_at	cbl	b1987	G7071
1767721_at	tynA	b1386	EG13139
1767782_s_at	yhjC	b3521	EG12247
1767802_s_at	ytfN	b4221	G7875
1767816_s_at	yrdD	b3283	G7699
1767877_s_at	kdgK	b3526	EG12253
1768197_s_at	ycaL	b0909	G6470
1768295_s_at	surE	b2744	EG11817
1768495_at	dicA	b1570	EG10226
1768618_s_at	yhjX	b3547	EG12268
1768673_at	ilvI	b0077	EG10500
1759255_at	ychE_1	b3217	G7671
1762779_s_at	cobU	b1993	EG13238
1763275_s_at	rbsK	b3752	EG10818
1764479_at	yciQ	b1268	G6636
1765718_s_at	ygcR	b2770	G7436
1766900_s_at	rpsU	b3065	EG10920
1767775_s_at	hemX	b3803	EG10433
1759340_s_at	yohN	b2107	G7139
1760274_s_at	yibF	b3592	EG11762
1763069_s_at	manY	b1818	EG10568
1764199_s_at	ybgT	b4515	G0-10441
1766499_s_at	pheS	b1714	EG10709
1766933_s_at	dmsB	b0895	EG10233
1759694_s_at	rplJ	b3985	EG10871
1760215_s_at	yidA	b3697	EG11195
1766328_s_at	yiaJ	b3574	EG12278
1766390_s_at	ycdZ	b1036	G6542
1762415_s_at	apaH	b0049	EG10048
1759510_s_at	gyrB	b3699	EG10424
1760380_s_at	tatC	b3839	EG11479
1764457_s_at	murA	b3189	EG11358
1766814_s_at	ugpC	b3450	EG11048
1767679_s_at	ytfJ	b4216	G7871
1761418_s_at	ompN	b1377	G6700
1767138_s_at	yidJ	b3678	EG11705
1759105_s_at	slt	b4392	EG10950
1767487_s_at	fic	b3361	EG10307
1767849_at	intD	b0537	EG10507
1764424_at	ogrK	b2082	G7119
1769274_at	yieL	b3719	EG11729
1766593_s_at	yqiB	b3033	G7580
1759219_s_at	frdC	b4152	EG10332
1763054_s_at	dacC	b0839	EG10203
1766231_at	polB	b0060	EG10747
1759709_s_at	wcaI	b2050	EG11790
1761590_s_at	cobS	b1992	EG12150
1762020_at	mngR	b0730	EG11109
1765398_at	rfaP	b3630	EG11340
1765348_s_at	ampC	b4150	EG10040
1764694_s_at	yegD	b2069	EG12200
1767817_s_at	yaiL	b0354	G6207
1759166_s_at	yaeJ	b0191	EG12354
1766501_s_at	orn	b4162	G7842
1764118_s_at	higA	b3082	G7601
1763553_s_at	putP	b1015	EG10802
1767208_s_at	ribF	b0025	EG11079
1765135_s_at	ybbV	b0510	G6279
1759887_s_at	ygaD	b2700	G7409
1764439_s_at	ltaE	b0870	G6455
1759330_at	yccE	b1001	EG12196
1768012_s_at	rsd	b3995	EG11738
1764265_s_at	yadD	b0132	EG11748
1765338_s_at	hyaC	b0974	EG10470
1760010_s_at	ydjK	b1775	G6962
1762298_s_at	yfhR	b2534	G7328
1762567_s_at	ykgF	b0307	G6177
1764647_s_at	melB	b4120	EG10578
1759641_s_at	idnK	b4268	EG12152
1760621_s_at	yfgC	b2494	G7311
1769121_s_at	fucI	b2802	EG10349
1767630_s_at	rspA	b1581	G6839
1762288_s_at	hycG	b2719	EG10480
1766317_at	yjgL	b4253	G7884
1768224_at	intZ	b2442	G7272
1761113_s_at	ygeV	b2869	G7488
1762915_s_at	yadS	b0157	EG12333
1767922_s_at	potE	b0692	EG10753
1767508_s_at	sdaA	b1814	EG10930
1766398_s_at	glk	b2388	EG12957
1766093_s_at	ybaT	b0486	G6262
1767758_s_at	sxy	b0959	G6494
1760753_at	stfE	b1157	G6599
1765600_s_at	dgoR	b4479	G7789
1767602_at	yiaL	b3576	EG12280
1765847_s_at	ygaP	b2668	G7398
1768785_s_at	eutS	b2462	G7292
1759478_at	yjbM	b4048	EG11931
1767941_at	setA	b0070	EG11754
1766647_s_at	rna	b0611	EG10856
1762781_at	aceK	b4016	EG10026
1759400_s_at	yehR	b2123	EG12004
1759699_s_at	luxS	b2687	EG12712
1762935_s_at	ychM	b1206	EG12392
1760234_s_at	yjfI	b4181	G7846
1767560_s_at	pyrC	b1062	EG10806
1759440_at	yncD	b1451	G6762
1764152_s_at	aroA	b0908	EG10073
1764315_s_at	ydjF	b1770	G6957
1761017_s_at	hisC	b2021	EG10446
1759979_s_at	sieB	b1353	EG12154
1768537_s_at	rob	b4396	EG11366
1768989_s_at	yciM	b1280	EG12691
1760016_s_at	ftnB	b1902	G7033
1762751_s_at	sfsA	b0146	EG10949
1766771_s_at	kilR	b1352	EG12155
1764859_s_at	rihB	b2162	EG12030
1763485_s_at	mlaE	b3194	EG12800
1769245_s_at	atoB	b2224	EG11672
1760552_at	djlC	b0649	G6356
1759389_s_at	mtlR	b3601	EG11965
1759201_s_at	ttdT	b3063	EG12393
1765901_s_at	hfq	b4172	EG10438
1761992_at	yffP	b2447	G7277
1761834_s_at	cbpM	b0999	EG12194
1762669_at	yfdF	b2345	G7215
1765708_s_at	glcG	b2977	G7543
1760935_s_at	ybaM	b0466	EG12830
1763956_s_at	yccK	b0969	EG12876
1763403_s_at	rbsC	b3750	EG10816
1759937_s_at	ytfR	b4485	EG12518
1765379_s_at	hyfI	b2489	G7306
1761505_s_at	dnaA	b3702	EG10235
1766244_s_at	mutM	b3635	EG10329
1763871_s_at	ftsA	b0094	EG10339
1759071_s_at	yfgF	b2503	G7314
1759227_s_at	yiiE	b3889	EG11854
1760339_s_at	frdD	b4151	EG10333
1762275_s_at	yghB	b3009	EG11824
1761716_s_at	fimZ	b0535	EG11103
1768956_s_at	rstA	b1608	G6864
1768707_s_at	tonB	b1252	EG11012
1767168_s_at	yfbR	b2291	G7185
1761081_s_at	cysS	b0526	EG10196
1768381_s_at	yceM	b1068	G6560
1761083_at	yagB	b0266	EG12339
1769087_s_at	recT	b1349	EG11899
1759685_s_at	araF	b1901	EG10057
1762326_at	xisE	b1141	G6585
1759171_s_at	ygiH	b3059	EG11674
1766700_s_at	diaA	b3149	EG12780
1763186_at	racR	b1356	G6680
1759798_s_at	yfiN	b2604	EG12880
1760660_at	intF	b0281	G6152
1765388_s_at	cytR	b3934	EG10200
1764994_s_at	agaB	b3138	EG12769
1761997_at	yjiV		EG11386
1768294_s_at	ispF	b2746	EG11816
1760024_s_at	ydjH	b1772	G6959
1764589_s_at	yigI	b3820	EG11467
1761307_s_at	lrhA	b2289	EG12123
1759929_s_at	smf	b4473	EG11604
1767725_at	gcl	b0507	EG11583
1762964_s_at	gltX	b2400	EG10407
1762122_s_at	hyaF	b0977	EG10473
1768069_at	ybjT	b0869	G6454
1761176_s_at	yjjL	b4356	EG12587
1759138_s_at	yqeA	b2874	G7493
1762323_s_at	hycH	b2718	EG10481
1766302_s_at	ybjK	b0846	G6444
1769072_s_at	yefM	b2017	EG12844
1761322_s_at	proA	b0243	EG10767
1767099_s_at	yiaF	b3554	EG12273
1762064_s_at	sdsQ	b4081	EG11953
1766743_s_at	csdE	b2811	G7455
1762495_s_at	insB-1	b0021	G6085
1759970_s_at	gshB	b2947	EG10419
1765194_s_at	rrmA	b1822	EG12207
1766718_s_at	gfcE	b0983	G6504
1764591_s_at	yccF	b0961	G6496
1760214_s_at	dpiA	b0620	G6346
1765860_s_at	ascF	b2715	EG10086
1769139_s_at	ylbH	b0499	G6271
1764195_s_at	gpp	b3779	EG10413
1760611_s_at	fadL	b2344	EG10280
1767772_s_at	yhfK	b3358	G7721
1763428_s_at	yidX	b3696	EG11719
1768924_s_at	yahJ	b0324	G6189
1767954_s_at	gspO	b3335	EG11359
1768044_at	yfdR	b2361	G7230
1765263_s_at	yhbT	b3157	G7651
1768711_s_at	kdsC	b3198	G7663
1760350_at	yegZ		G7120
1766801_at	yfjJ	b2626	G7361
1764818_s_at	agaS	b3136	G7634
1767025_s_at	frwB	b3950	EG11909
1760271_at	yeeJ	b1978	G7064
1765054_s_at	yddL	b1472	G6773
1768917_s_at	qseC	b3026	EG12658
1766547_s_at	yfhL	b2562	G7346
1767706_at	cueO	b0123	EG12318
1763681_s_at	mdlB	b0449	EG11622
1764800_s_at	efeO	b1018	G6527
1764776_s_at	rsmI	b3146	G7641
1767352_s_at	ygdR	b2833	G7461
1760890_s_at	arnD	b2256	G7169
1759904_s_at	ygiA	b3036	EG11163
1765159_s_at	pgl	b0767	G6397
1764271_s_at	mdtF	b3514	EG12241
1761036_s_at	yheT	b3353	G7718
1766194_s_at	mrdB	b0634	EG10607
1761093_s_at	btuF	b0158	EG12334
1766439_s_at	cspF	b1558	EG12205
1763047_s_at	ybhR	b0792	G6409
1763840_at	ydbH	b1381	G6703
1761146_s_at	livG	b3455	EG10537
1768650_s_at	gntK	b3437	EG12629
1761596_s_at	kbaZ	b3132	G7631
1764411_s_at	yejB	b2178	EG12038
1768691_at	yhiL	b3490	EG12227
1763447_s_at	nuoM	b2277	EG11773
1759562_s_at	dcp	b1538	EG10212
1760618_s_at	pspE	b1308	EG10780
1767579_s_at	yjgA	b4234	EG11410
1765110_s_at	frdB	b4153	EG10331
1764225_at	ygiZ	b3027	G7577
1764380_s_at	bglG	b3723	EG10116
1767513_s_at	rcsB	b2217	EG10821
1760785_s_at	yidG	b3675	EG11695
1759332_s_at	dacB	b3182	EG10202
1763528_at	yhcG	b3220	G7674
1766834_s_at	aspS	b1866	EG10097
1762098_s_at	yghO	b2981	G7547
1763453_s_at	hemN	b3867	EG11836
1763550_s_at	ybiB	b0800	EG11580
1761642_s_at	prmA	b3259	EG11497
1766997_s_at	phoU	b3724	EG10735
1767154_s_at	dppD	b3541	EG12627
1764657_at	paaY	b1400	G6721
1762985_s_at	gspE	b3326	G7704
1759750_at	insO-1	b0257	G6132
1759550_at	copA	b0484	G6260
1760251_s_at	fixB	b0042	EG11563
1765949_s_at	znuA	b1857	G7017
1764926_s_at	ygjK	b3080	G7599
1766052_s_at	ycbQ	b0938	G6480
1768480_s_at	sugE	b4148	EG11616
1767318_s_at	exbB	b3006	EG10271
1762816_s_at	yeiG	b2154	EG12026
1761986_s_at	kduD	b2842	EG12361
1769019_s_at	dnaJ	b0015	EG10240
1768410_s_at	ybfC	b0704	EG11523
1765226_s_at	rpiR	b4089	G7821
1766597_s_at	entD	b0583	EG10262
1763692_s_at	lar	b1348	EG11900
1760637_s_at	fadR	b1187	EG10281
1767262_s_at	ydfJ	b1543	G6817
1762221_s_at	phoB	b0399	EG10728
1760828_s_at	fruR	b0080	EG10338
1766993_s_at	fre	b3844	EG10334
1766573_s_at	ymcE	b0991	G6512
1766077_s_at	caiE	b0035	EG12608
1760082_s_at	lsrG	b1518	G6805
1761414_s_at	yjeJ	b4145	G7835
1766957_at	ydaW	b1361	G6685
1768984_s_at	nrdR	b0413	EG11320
1760579_s_at	recJ	b2892	EG10830
1762092_at	ydfV	b1565	G6832
1763599_s_at	hisH	b2023	EG10450
1766589_s_at	fepA	b0584	EG10293
1761621_s_at	prlC	b3498	EG11441
1764655_s_at	ycbU	b0942	G6484
1769062_s_at	yiaY	b3589	EG12293
1761368_at	yfdS	b2362	G7231
1761786_s_at	dosC	b1490	G6784
1760701_s_at	yciB	b1254	EG11122
1765612_s_at	rhsE		EG10010
1761065_s_at	lsrD	b1515	G6802
1761429_at	narZ	b1468	EG10648
1765412_s_at	ydaG	b1355	G6679
1768384_s_at	argI	b4254	EG10069
1764517_at	yadL	b0137	EG12326
1763718_s_at	ycfS	b1113	G6571
1762533_s_at	phnN	b4094	EG10723
1762898_at	ytfT	b4230	EG12520
1764533_s_at	ygeG	b2851	G7471
1765077_at	yfiE	b2577	EG11785
1765749_s_at	rpmD	b3302	EG10888
1766385_s_at	uxuR	b4324	EG20249
1768797_s_at	yrhA		G7760
1763143_s_at	topA	b1274	EG11013
1764639_at	uvrA	b4058	EG11061
1767516_s_at	rimL	b1427	EG10853
1762825_s_at	iscA	b2528	EG12132
1761662_s_at	yhbU	b3158	G7652
1767376_at	maeB	b2463	G7293
1759428_s_at	ccmG	b2195	EG12053
1763610_s_at	ycfM	b1105	G6565
1765566_s_at	yfeO	b2389	G7251
1769106_s_at	yccJ	b1003	EG12703
1767357_s_at	nikE	b3480	EG12079
1768296_at	hsdM	b4349	EG10458
1768532_s_at	treC	b4239	EG11402
1763407_at	ymfQ	b1153	G6597
1764886_s_at	rzoD	b4510	G0-10436
1766167_at	yhiS	b3504	EG12238
1765474_s_at	matP	b0956	EG12855
1768229_s_at	yieE	b3712	EG11722
1761898_s_at	holA	b0640	EG11412
1764727_s_at	ulaG	b4192	G7855
1760690_s_at	holB	b1099	EG11500
1765903_s_at	dsrA	b1954	G7047
1761207_s_at	yfgG	b2504	G7315
1762362_s_at	ygjV	b3090	G7608
1762245_s_at	ydeH	b1535	EG11643
1764190_s_at	purK	b0522	EG10796
1760735_s_at	yncM	b1459	G6768
1766765_s_at	nikB	b3477	EG12076
1761805_s_at	ytfE	b4209	G7866
1765044_s_at	rpoZ	b3649	EG10899
1769291_at	ebgA	b3076	EG10252
1765064_s_at	mhpA	b0347	M010
1767137_s_at	ydaE	b4526	G0-9081
1766208_s_at	puuR	b1299	EG12431
1768661_s_at	yoeA	b1995	G7075
1765760_s_at	acpH	b0404	EG11095
1763589_s_at	ycdY	b1035	G6541
1763829_s_at	crl	b0240	EG11092
1760695_at	yqiI	b3048	G7587
1763330_at	cas3	b2761	EG12634
1765593_at	arsR	b3501	EG12235
1767720_s_at	rbsR	b3753	EG10819
1760539_s_at	mtgA	b3208	G7668
1764924_at	yjcF	b4066	EG11941
1768505_at	ybhJ	b0771	G6401
1763957_s_at	rsmH	b0082	EG11085
1763350_s_at	narL	b1221	EG10643
1767440_s_at	cysW	b2423	EG10198
1761059_s_at	ybeU	b0648	G6355
1760826_s_at	yjdF	b4121	G7825
1760198_s_at	ygjH	b3074	G7597
1767684_s_at	cobC	b0638	G6349
1760468_s_at	ydgJ	b1624	G6868
1767021_s_at	ybjL	b0847	G6445
1766368_s_at	yhfY	b3382	G7734
1762130_s_at	prs	b1207	EG10774
1762099_s_at	nagB	b0678	EG10633
1765285_s_at	allS	b0504	G6274
1760426_s_at	zraP	b4002	EG11918
1763014_s_at	yjeS	b4166	G7843
1766469_s_at	rhsC	b0700	EG10848
1763205_at	ynaA	b1368	G6691
1766916_s_at	shiA	b1981	G7067
1760439_s_at	hycF	b2720	EG10479
1764024_s_at	yagW	b0290	G6161
1764468_s_at	lpxC	b0096	EG10265
1767836_s_at	pyrL	b4246	EG11279
1765895_s_at	gltL	b0652	EG12663
1762458_s_at	yihT	b3881	EG11846
1761493_s_at	ligA	b2411	EG10534
1768098_s_at	yghS	b2985	G7551
1766828_s_at	fdrA	b0518	G6287
1760134_s_at	mreD	b3249	EG10610
1760599_s_at	cspI	b1552	G6825
1763653_s_at	galR	b2837	EG10364
1759638_s_at	yfdO	b2358	G7227
1761976_s_at	ruvB	b1860	RUVB
1759799_s_at	pyrF	b1281	EG10809
1762397_s_at	allC	b0516	G6285
1768947_s_at	ychO	b1220	EG12405
1767101_s_at	gsp	b2988	EG12882
1769221_s_at	envC	b3613	EG12297
1764904_s_at	sulA	b0958	EG10984
1768602_at	mqsA	b3021	G7571
1762357_s_at	nrdE	b2675	EG20257
1768690_s_at	queA	b0405	EG10812
1768130_s_at	ulaC	b4195	EG12495
1761886_s_at	frlA	b3370	EG12908
1768864_s_at	ybfF	b0686	EG11776
1768132_s_at	ydeN	b1498	G6788
1760696_s_at	yjiH	b4330	G7927
1765346_s_at	narV	b1465	EG10644
1765787_s_at	ygfU	b2888	G7507
1761428_s_at	mog	b0009	EG11511
1761644_s_at	emrD	b3673	EG11693
1761460_s_at	astD	b1746	G6942
1761643_s_at	topB	b1763	EG11014
1767659_s_at	rpiA	b2914	EG11443
1759918_s_at	clpA	b0882	EG10156
1759426_at	yfjM	b2629	G7364
1763059_s_at	ldrD	b4453	G0-9041
1768688_s_at	yjdN	b4107	EG10712
1759132_at	sokB	b4429	G0-9611
1766324_s_at	sfmH	b0533	G6293
1762563_s_at	ycjR	b1314	G6652
1767888_s_at	ydfZ	b1541	G6815
1761256_at	yagM	b0279	G6150
1765965_s_at	cpdA	b3032	G7579
1759675_s_at	secM	b0097	EG11087
1764618_s_at	yegT	b2098	G7130
1768280_s_at	hyfH	b2488	G7305
1768572_s_at	yehP	b2121	EG12002
1768050_s_at	ubiF	b0662	G6365
1760489_s_at	dcuA	b4138	EG11225
1761907_s_at	barA	b2786	EG11367
1760744_at	cysU	b2424	EG10197
1760476_at	ycaN	b0900	G6467
1768028_s_at	entS	b0591	EG11104
1765347_s_at	manA	b1613	EG10566
1764758_at	casC	b2758	G7428
1760679_at	ryjA	b4459	G0-8875
1768511_s_at	ansA	b1767	EG10045
1763828_s_at	lpxH	b0524	EG12666
1768591_s_at	serA	b2913	EG10944
1762421_s_at	ttdA	b3061	EG11168
1766881_s_at	yfiP	b2583	G7349
1760927_at	yagA	b0267	EG12338
1767298_s_at	garR	b3125	EG11176
1764045_at	glxR	b0509	G6278
1763188_s_at	ribA	b1277	EG11331
1768509_s_at	yjtD	b4403	EG12309
1761198_s_at	yebZ	b1840	G7013
1765072_s_at	scpB	b2919	G7516
1763416_s_at	ycfP	b1108	G6568
1760597_s_at	rimJ	b1066	EG10851
1763926_s_at	ydhT	b1669	G6897
1767455_s_at	purB	b1131	EG11314
1759946_s_at	mzrA	b3096	G7610
1760652_s_at	deoD	b4384	EG10222
1764549_s_at	yjeM	b4156	EG12475
1760051_s_at	yeeN	b1983	G7068
1760342_at	yhhY	b3441	G7758
1760031_s_at	hinT	b1103	EG12172
1763573_at	yghF	b2970	G7537
1764511_s_at	xylH	b3568	EG12276
1760558_s_at	ybbY	b0513	G6282
1769208_at	trpE	b1264	EG11028
1766162_s_at	yfaD	b2244	EG12323
1767289_s_at	hepA	b0059	EG11083
1767033_s_at	ycbX	b0947	G6487
1764015_s_at	yfcI	b2305	G7197
1767751_s_at	ybiS	b0819	G6422
1766463_s_at	dipZ	b4136	EG12178
1764180_s_at	ybaE	b0445	EG13217
1761717_s_at	degQ	b3234	G7682
1765410_s_at	elaA	b2267	G7174
1763000_s_at	yjiQ	b4339	G7935
1769003_at	casB	b2759	G7429
1766452_at	yabQ	b0057	EG12611
1767380_s_at	cho	b1741	G6937
1760375_at	ycjD	b1289	G6641
1761771_s_at	ldcA	b1192	G6621
1764944_s_at	yahD	b0318	G6183
1759435_at	yieH	b3715	EG11725
1761379_s_at	tdcG	b4471	G7624
1765636_s_at	yafN	b0232	G6116
1765642_s_at	iadA	b4328	G7925
1766075_s_at	grxA	b0849	EG10417
1763792_at	php	b3379	G7731
1766109_s_at	hemC	b3805	EG10429
1765839_s_at	plsX	b1090	EG11437
1762196_s_at	dxr	b0173	EG12715
1763704_s_at	ddpB	b1486	G6780
1759569_s_at	lgt	b2828	EG12128
1761896_s_at	mglC	b2148	EG10594
1766847_s_at	uidR	b1618	G6867
1764976_s_at	yhhN	b3468	EG12214
1764196_s_at	yfaZ	b2250	G7163
1767737_s_at	dut	b3640	EG10251
1766185_s_at	ygiQ	b4469	G7568
1760967_s_at	yceJ	b1057	G6554
1760634_s_at	soxR	b4063	EG10957
1759640_s_at	yfjD	b4461	EG12442
1765703_at	aroP	b0112	EG10084
1767091_s_at	yohD	b2136	EG12017
1769265_s_at	sstT	b3089	EG12732
1767631_s_at	pyrE	b3642	EG10808
1768802_s_at	yahK	b0325	G6190
1763043_s_at	ubiG	b2232	EG11143
1763278_at	pbl		G7474
1762814_s_at	yieF	b3713	EG11723
1762705_s_at	ulaD	b4196	G7858
1769243_s_at	def	b3287	EG11440
1767626_s_at	ftsI	b0084	EG10341
1761168_s_at	yidZ	b3711	EG11721
1768708_s_at	speG	b1584	G6842
1768705_at	ydfR	b1555	G6828
1765736_s_at	pth	b1204	EG10785
1763770_s_at	betI	b0313	EG10111
1766822_at	yhcD	b3216	G7670
1760878_s_at	rihC	b0030	EG11082
1766877_s_at	exoX	b1844	G7016
1767402_s_at	hyfF	b2486	G7303
1764228_at	yqiK	b3051	G7589
1762021_s_at	frvA	b3900	EG11864
1761904_s_at	phnH	b4100	EG10717
1766730_at	yagN	b0280	G6151
1764526_s_at	yehQ	b2122	EG12003
1764433_s_at	rseC	b2570	G7347
1761419_s_at	speB	b2937	EG10960
1759382_s_at	mrp	b2113	EG10611
1768483_at	gnd	b2029	EG10411
1763160_s_at	rpoN	b3202	EG10898
1760047_at	alpA	b2624	EG12112
1765389_s_at	ygdB	b2824	EG11155
1763305_s_at	rutC	b1010	G6521
1761958_s_at	nagA	b0677	EG10632
1760206_s_at	ycjQ	b1313	G6651
1762240_s_at	hslU	b3931	EG11881
1763046_s_at	ynjE	b1757	G6952
1763516_s_at	bssS	b1060	G6557
1762554_s_at	erpA	b0156	EG12332
1759434_s_at	ilvH	b0078	EG10499
1762539_s_at	yhhQ	b3471	EG12217
1763078_at	nepI	b3662	EG11689
1767581_s_at	yciA	b1253	EG11121
1762007_s_at	cusB	b0574	G6322
1764280_s_at	feoC	b3410	EG12933
1760226_s_at	ygdQ	b2832	G7460
1760057_s_at	yjeI	b4144	G7834
1766759_s_at	yacH	b0117	EG12315
1768750_s_at	ycaQ	b0916	G6471
1768421_s_at	mlaF	b3195	EG12801
1762225_s_at	rutF	b1007	G6518
1761136_s_at	hcr	b0872	G6456
1764595_s_at	rffH	b3789	EG11454
1759089_s_at	frc	b2374	G7237
1761085_at	chbF	b1734	EG10144
1760754_s_at	smpA	b2617	EG10952
1765565_s_at	dacD	b2010	EG11893
1765108_s_at	sohB	b1272	EG10956
1759529_s_at	yfgD	b2495	G7312
1763324_s_at	rssB	b1235	EG12121
1764573_s_at	yeiE	b2157	EG12105
1766976_s_at	yhjR	b3535	EG12262
1760194_s_at	wzxC	b2046	G7097
1768981_s_at	adrA	b0385	EG11257
1763307_s_at	rsxD	b1630	G6874
1760343_s_at	deoA	b4382	EG10219
1760183_s_at	ykgC	b0304	G6174
1767475_s_at	yfdE	b2371	G7234
1769254_s_at	ydjY	b1751	G6946
1767741_at	ilvC	b3774	EG10495
1765622_s_at	ydhP	b1657	G6893
1759130_s_at	ydhL	b1648	G6888
1762851_s_at	ynjA	b1753	G6948
1767997_s_at	tolC	b3035	EG11009
1759515_s_at	glgX	b3431	EG10381
1766262_s_at	tolA	b0739	EG11007
1764303_s_at	lptC	b3199	G7664
1760542_s_at	sdsP	b4080	EG11952
1760409_s_at	hycA	b2725	EG10474
1763494_s_at	amiC	b2817	G7458
1761740_s_at	fhuC	b0151	EG10304
1761332_at	metL	b3940	EG10590
1765462_at	ykfI	b0245	G6120
1759839_s_at	yrhB	b3446	G7763
1763580_s_at	gmk	b3648	EG10965
1765459_s_at	aas	b2836	EG11679
1766362_s_at	nudI	b2251	G7164
1765532_at	yfcS	b2336	G7207
1761915_s_at	ymdC	b1046	G6551
1766514_s_at	pdhR	b0113	EG11088
1767267_s_at	yafD	b0209	EG11650
1761600_s_at	rhlB	b3780	EG10844
1766282_s_at	ansB	b2957	EG10046
1768233_s_at	gyrA	b2231	EG10423
1762452_s_at	bglJ	b4366	G7948
1765579_s_at	idnD	b4267	G7893
1763527_s_at	recQ	b3822	EG10833
1767276_s_at	nudJ	b1134	G6580
1764801_at	yieG	b3714	EG11724
1768184_s_at	hyaB	b0973	EG10469
1762148_s_at	dtpB	b3496	EG12232
1768766_at	ymfE	b1138	G6583
1759256_s_at	lsrB	b1516	G6803
1762255_s_at	rplR	b3304	EG10879
1766402_s_at	ulaR	b4191	G7854
1766252_s_at	iaaA	b0828	EG12407
1764470_s_at	yaiA	b0389	EG11093
1767904_s_at	dgoR	b4479	G7789
1760518_s_at	torA	b0997	EG11814
1764021_at	dgoD	b4478	GB4478
1768363_s_at	uspG	b0607	G6334
1761785_s_at	ybfM	b0681	G6370
1767261_s_at	pgaC	b1022	G6529
1760413_s_at	hybC	b2994	EG11801
1767388_s_at	treF	b3519	EG12245
1768855_at	bcr	b2182	EG11419
1768340_s_at	yoaE	b1816	G6997
1767538_at	ydfW	b1567	G6834
1763996_s_at	narW	b1466	EG10645
1759907_s_at	pyrD	b0945	EG10807
1765271_s_at	ychN	b1219	EG12404
1763119_s_at	yjjB	b4363	EG11215
1768191_s_at	yggR	b2950	G7526
1768867_s_at	rpsM	b3298	EG10912
1766949_s_at	hslV	b3932	EG11676
1765659_s_at	pyrG	b2780	EG10810
1765289_at	chiA	b3338	EG11237
1767378_s_at	recE	b1350	EG10827
1763085_at	yoaA	b1808	G6992
1762517_at	ynjF	b1758	G6953
1759573_s_at	map	b0168	EG10570
1762714_s_at	moeA	b0827	EG10153
1768758_s_at	rraA	b3929	EG11879
1761575_s_at	ygaV	b2667	G7397
1766263_s_at	yqgD	b2941	G7523
1761597_at	recB	b2820	EG10824
1763159_s_at	ldcC	b0186	G6094
1765724_s_at	ligB	b3647	EG11334
1764826_s_at	tatE	b0627	EG11305
1762455_s_at	ugd	b2028	G7091
1763769_s_at	citG	b0613	G6339
1761007_s_at	helD	b0962	EG10426
1760799_s_at	bcsA	b3533	EG12260
1760815_s_at	yidH	b3676	EG11696
1767064_s_at	uxaB	b1521	EG11065
1761206_s_at	napC	b2202	EG12060
1760115_at	ycjN	b1310	G6648
1764572_s_at	ygiQ	b4469	G7568
1766774_s_at	yhgN	b3434	G7753
1766192_s_at	yfhM	b2520	G7323
1762717_s_at	lomR_2	b1371	G6694
1768393_s_at	purE	b0523	EG10793
1766260_s_at	tsx	b0411	EG11035
1763523_s_at	ycgI	b1173	G6613
1762135_s_at	ampE	b0111	EG10042
1762606_s_at	ccmD	b2198	EG12169
1762689_at	hsdS	b4348	EG10460
1766130_s_at	holE	b1842	EG11505
1762035_s_at	mltA	b2813	G7457
1761447_s_at	ybfB	b0702	EG11522
1763390_s_at	yeiT	b2146	G7145
1767636_s_at	frdA	b4154	EG10330
1760423_s_at	yeaD	b1780	G6966
1759481_at	nanK	b3222	G7676
1761044_at	cusF	b0573	G6321
1766817_s_at	ccmA	b2201	EG12059
1760864_s_at	ynfA	b1582	G6840
1760302_s_at	yhjK	b3529	EG12256
1766990_s_at	yeaC	b1777	G6964
1759418_at	ydaS	b1357	G6681
1761752_s_at	ileS	b0026	EG10492
1765989_s_at	frmA	b0356	EG50010
1762670_at	mnmE	b3706	EG10997
1760012_s_at	fdhD	b3895	EG11859
1766016_s_at	ybcW	b0559	G6314
1767578_s_at	sapF	b1290	EG12305
1765047_s_at	lpxM	b1855	EG10614
1767986_s_at	frlR	b3375	G7727
1767491_s_at	ygeO	b2859	G7479
1767322_s_at	yafE	b0210	EG11651
1769217_at	abrB	b0715	G6384
1760490_x_at	ldrB	b4421	G0-9605
1766661_at	yiaN	b3578	EG12282
1766925_s_at	hcp	b0873	G6457
1759601_s_at	cyoE	b0428	EG10182
1764262_s_at	lolA	b0891	G6465
1764357_s_at	argO	b2923	EG11159
1762799_at	yhfX	b3381	G7733
1763810_s_at	phnK	b4097	EG10720
1764159_s_at	yqeI	b2847	G7467
