probe    C8 Avg	Control Avg
1762008_at	2.42642	2.42319
1767500_s_at	5.21345	5.36343
1762536_s_at	2.44688	2.69224
1767122_s_at	7.80688	8.00950
1768533_s_at	2.42127	2.46829
1765055_s_at	2.40392	2.40812
1768200_at	2.34416	2.36706
1763981_s_at	5.86408	5.37401
1761832_s_at	2.89574	2.94007
1761380_s_at	2.44874	2.59370
1765809_s_at	2.33607	2.33826
1766761_s_at	3.98867	3.80189
1763025_s_at	2.40498	2.40128
1767241_at	2.37273	2.40295
1763896_s_at	2.44188	2.43538
1759847_s_at	2.52186	2.55880
1762844_s_at	2.36533	2.38038
1766732_s_at	2.42788	2.43811
1759079_at	2.42442	2.45565
1766964_s_at	6.19505	6.28515
1762762_s_at	2.39758	2.39570
1768166_s_at	2.32094	2.32679
1766090_s_at	2.35724	2.35875
1761554_s_at	2.69952	2.85263
1766003_s_at	2.39768	2.40587
1762232_at	2.35547	2.36023
1768021_x_at	2.51826	2.53426
1768503_s_at	2.42364	2.44591
1762123_s_at	2.69569	2.47283
1764088_at	2.32619	2.32444
1759470_s_at	2.39836	2.52148
1763827_s_at	2.38584	2.40749
1765701_s_at	7.63688	7.57942
1769024_at	2.31093	2.31034
1767329_s_at	2.46393	2.49341
1762133_s_at	4.47082	4.76302
1766842_at	2.53502	2.55163
1765067_s_at	7.39657	7.15449
1762485_s_at	2.43633	2.46002
1767937_s_at	2.41512	2.48357
1768057_s_at	2.60960	2.68901
1768921_s_at	3.58576	3.58526
1764503_s_at	2.33583	2.36041
1760141_s_at	2.52259	2.47565
1759327_s_at	2.34755	2.35176
1765947_s_at	2.39718	2.45538
1763746_s_at	2.31278	2.31536
1766715_s_at	2.34285	2.34550
1760872_s_at	4.31825	4.21246
1762243_s_at	2.52283	2.52692
1760236_s_at	2.35922	2.36292
1769218_s_at	2.40664	2.42258
1760197_s_at	4.19406	4.27504
1761468_s_at	6.84081	6.98414
1766670_s_at	2.58928	2.56860
AFFX-r2-Ec-bioB-5_at	3.32825	2.69470
1767604_s_at	4.46763	4.25424
1763475_at	2.34748	2.34996
1760965_s_at	2.60435	2.60562
1759732_s_at	3.40952	4.85634
1763787_s_at	2.32018	2.33046
1759612_s_at	2.37758	2.38354
1767940_s_at	2.45513	2.49039
1764900_s_at	2.75032	2.82920
1761544_s_at	6.19025	6.05481
1759133_s_at	2.52192	2.55813
1767695_s_at	2.37087	2.37312
1764162_s_at	3.65488	3.41318
1768617_at	5.28389	4.83594
1766527_s_at	2.96189	2.80888
1768266_s_at	4.17657	3.80000
1762875_at	3.80464	3.84742
1768681_s_at	2.52837	2.69899
1768946_s_at	4.56540	4.66822
1767311_s_at	2.98494	3.07278
1764274_s_at	2.72191	2.81521
1764552_s_at	2.33268	2.34351
1768892_s_at	2.33572	2.35223
1762450_at	3.01924	3.05659
1762631_s_at	2.39829	2.41716
1767349_s_at	2.45731	2.42054
1766063_s_at	2.38689	2.39538
1763817_s_at	2.33487	2.34184
1765376_s_at	4.09380	4.52460
1760812_s_at	2.77205	2.54558
1764175_s_at	3.73250	3.83998
1763480_s_at	2.42547	2.54334
1761919_at	2.47560	2.48886
1767634_s_at	2.39875	2.44039
1761800_s_at	2.85270	2.92339
1766441_s_at	8.10380	7.97903
1759609_s_at	3.83474	3.59756
1764622_s_at	2.64790	2.65521
1767370_s_at	3.00247	3.20193
1768293_at	2.57942	2.48486
1759625_s_at	2.37356	2.37899
1762069_s_at	2.40166	2.40665
1760027_s_at	2.31499	2.32013
1761305_s_at	2.51797	2.60464
1760455_s_at	5.68803	6.00399
1761400_s_at	2.36316	2.37111
1763830_s_at	6.52580	5.97182
1768515_s_at	2.40046	2.40217
1761453_s_at	3.15681	2.76313
1762281_s_at	2.38400	2.38952
1762668_s_at	2.42082	2.43596
1764044_s_at	2.37695	2.39496
1761802_s_at	2.33984	2.36703
1762205_s_at	5.80117	5.57062
1766802_s_at	2.33141	2.33701
1768135_at	2.33802	2.34008
1767807_s_at	3.63472	3.35056
1760766_s_at	2.55793	2.50277
1760326_s_at	3.16748	3.12066
1764984_s_at	2.33113	2.37282
1766363_s_at	2.49903	2.67098
1763605_at	2.36662	2.38225
1759190_s_at	2.39678	2.45715
1767747_s_at	2.30821	2.31432
1764065_s_at	2.38876	2.40847
1764338_s_at	2.43820	2.53180
1767801_s_at	4.24834	3.91587
1766659_at	5.44754	5.65027
1766605_at	2.47770	2.66170
1768694_s_at	2.37589	2.38014
1765296_s_at	2.35308	2.35969
1762565_s_at	2.78271	2.78823
1762720_s_at	3.61967	3.77679
1765109_at	2.41746	2.43750
1766697_at	2.37257	2.37772
1768473_s_at	2.42989	2.43327
1765707_s_at	2.28804	2.28692
1761685_s_at	3.15142	3.21842
1767910_s_at	5.04029	5.28820
1761363_s_at	3.98647	4.26984
1762364_s_at	2.40862	2.40809
1761684_s_at	4.69180	4.69510
1768647_at	2.34425	2.34856
1760404_at	2.86031	2.86031
1760432_s_at	2.98812	2.98812
1760713_s_at	13.15846	13.15846
1763639_s_at	2.38508	2.39144
1765758_s_at	2.41095	2.41483
1766580_s_at	3.08341	2.96164
1759765_s_at	2.34784	2.34314
1760613_s_at	2.99739	2.82503
1763972_at	2.35601	2.36684
1763107_s_at	2.45027	2.45250
1768649_at	2.36902	2.36664
1759891_s_at	2.36772	2.37011
1762376_at	2.33326	2.33518
1760364_s_at	4.05890	4.10038
1765859_at	2.34183	2.34344
1766163_s_at	2.69125	2.66565
1766818_s_at	2.47855	2.55322
1763584_s_at	2.33541	2.33669
1768005_s_at	2.55619	2.47364
1761057_s_at	2.67984	2.69129
1762451_s_at	2.39523	2.38653
1765427_s_at	5.20972	5.22380
1763518_s_at	2.68565	2.72974
1767162_s_at	2.43392	2.43576
1764192_at	2.35640	2.36402
1759106_s_at	4.09825	4.30758
1762039_at	2.31910	2.32188
1761750_s_at	2.39160	2.39581
1762161_s_at	2.64317	2.60288
1759549_s_at	4.32068	4.44937
1760725_s_at	4.88239	5.11288
1760345_s_at	2.32864	2.33114
1761966_at	2.41727	2.43471
1760123_s_at	3.00556	3.37534
1759639_s_at	2.38873	2.37740
1759372_at	2.37047	2.37878
1760640_at	2.38107	2.37894
1760434_s_at	3.69052	3.53820
1763282_s_at	2.45382	2.46081
1761502_s_at	2.86627	2.80264
1762545_s_at	2.36245	2.36124
1767668_s_at	2.34287	2.34721
1768748_s_at	4.52217	4.49744
1759158_s_at	2.31768	2.32004
1760525_at	4.70434	4.47721
1762841_at	2.54486	2.38098
1763795_at	2.30175	2.30377
1765499_at	2.32891	2.33319
1763677_s_at	2.81131	2.56409
1760819_s_at	2.35746	2.36526
1760653_s_at	2.70385	2.70359
1761753_at	2.33685	2.34427
1761793_at	2.40584	2.40728
1768331_s_at	3.72605	3.77570
1765641_s_at	2.35036	2.41161
1765637_s_at	3.79361	3.94421
1764056_s_at	2.38684	2.39538
1768022_s_at	3.23292	3.13358
1763369_at	2.31174	2.31603
1768792_s_at	2.94044	2.74188
1764344_s_at	2.54920	2.55260
1760537_s_at	3.14484	3.15068
1763214_at	2.40205	2.40449
1765266_s_at	2.97552	3.11303
1768428_s_at	2.67429	2.67654
1763466_s_at	3.20457	3.20702
1766122_s_at	2.42368	2.42701
1765458_s_at	2.49572	2.49777
1768326_s_at	2.63007	2.51451
1759559_s_at	2.33173	2.33120
1760441_s_at	2.37455	2.38499
1763641_s_at	2.73179	2.71836
1765978_s_at	2.32399	2.32356
1767003_s_at	2.75120	2.75326
AFFX-Ec-M15077-1_s_at	2.31708	2.31913
1763139_s_at	2.39481	2.40252
1768334_s_at	8.34654	8.28467
1765581_at	2.67736	2.68142
1762707_at	2.30826	2.31008
1768273_s_at	2.59559	2.60541
1760300_s_at	2.53761	2.47783
1761917_s_at	5.69483	5.62331
1766432_s_at	2.35823	2.36060
1765158_s_at	2.43375	2.43775
1760904_s_at	2.61196	2.90383
1764937_s_at	2.53499	2.53970
1765651_s_at	2.28940	2.29411
1759467_s_at	2.33791	2.35920
1765522_s_at	2.31736	2.31954
1762896_at	2.30184	2.30396
1763463_at	2.30695	2.30627
1763838_s_at	3.73648	3.82518
1765832_s_at	2.33629	2.33759
1769292_s_at	2.40180	2.55895
1768336_s_at	2.43272	2.45599
1762598_at	2.40931	2.43527
1762853_at	2.38887	2.39069
1759788_s_at	3.95118	4.30105
1764332_s_at	2.34852	2.35140
1764200_s_at	2.62202	2.62386
1761767_s_at	4.07443	3.95926
1765440_s_at	3.18004	3.45604
1761274_at	2.71194	2.75306
1764252_at	2.84446	2.84807
1768783_s_at	2.62059	2.70776
1762855_s_at	2.94359	2.94626
1759128_at	2.35664	2.35951
1759124_s_at	2.34705	2.35126
1763696_s_at	2.48001	2.45524
1761565_s_at	2.97197	2.95777
1764172_s_at	2.86627	2.94706
1765824_s_at	2.36414	2.36647
1765742_s_at	2.32293	2.32674
1762081_s_at	2.42889	2.43251
1765846_s_at	3.20257	2.98291
1764575_s_at	2.56072	2.67008
1762560_s_at	8.72589	8.18016
1762597_s_at	2.82419	2.80707
1763569_s_at	2.86678	3.25313
1759417_at	2.38028	2.41954
1762894_at	2.41398	2.46173
1764285_s_at	3.75134	3.80091
1767735_s_at	2.43595	2.44074
1762874_at	2.33346	2.33708
1761312_s_at	2.42644	2.42569
1765961_s_at	2.37255	2.37198
1768422_s_at	2.91663	3.10939
1760308_s_at	2.36097	2.36283
1763826_s_at	2.39646	2.39877
1759164_s_at	5.50419	5.18778
1767100_at	2.36007	2.36256
1767592_s_at	2.36849	2.38214
1761369_s_at	2.49064	2.49223
1763443_s_at	2.37819	2.39746
1761604_s_at	3.03661	2.89960
1760048_s_at	3.01850	2.85670
1759801_s_at	8.80497	8.72811
1767676_s_at	4.62854	4.56924
1769046_at	2.43911	2.44509
1763128_s_at	2.40411	2.41542
1768241_s_at	2.71511	2.82696
1768883_at	2.39162	2.44985
1767615_s_at	2.35838	2.36105
1763762_s_at	2.75681	2.61180
1761914_at	2.40102	2.40302
1763481_s_at	2.51064	2.62570
1761585_s_at	4.14042	4.02417
1763987_s_at	2.44530	2.44363
1762478_s_at	2.35486	2.35539
1764919_s_at	2.74308	2.55700
1763017_s_at	2.33391	2.33703
1762681_at	2.39343	2.38962
1764112_s_at	3.94582	3.65544
1761329_at	2.35196	2.34903
1767454_at	2.43065	2.43471
1762398_s_at	2.44408	2.44547
1768997_at	2.31880	2.32382
1759459_s_at	3.63522	3.84263
1768211_s_at	2.71475	2.63313
1767077_s_at	2.36633	2.36490
1767236_s_at	2.67242	2.74329
1765286_s_at	2.37390	2.37543
1763563_s_at	2.37826	2.38076
AFFX-BioB-5_at	3.93054	3.10188
1763181_at	2.31465	2.31824
1762262_at	2.35037	2.35239
1767392_at	2.58774	2.59074
1762496_at	2.35032	2.35211
1759181_s_at	2.41982	2.44465
1765405_s_at	2.34999	2.35480
1759688_s_at	2.42109	2.52226
1766247_s_at	5.38691	5.62836
1762886_s_at	2.54749	2.44671
1768983_s_at	2.35655	2.36629
1760459_s_at	4.91219	4.91482
1762548_s_at	4.12744	3.94216
1761670_s_at	2.37622	2.38482
1768492_s_at	3.34830	3.40850
1763476_s_at	2.43183	2.41321
1765938_s_at	2.30068	2.29979
1764289_s_at	2.34512	2.34840
1765299_s_at	2.67918	2.68138
1763619_s_at	5.05073	5.08799
1768825_at	2.46089	2.47598
1760986_at	2.36946	2.38372
1761877_at	2.37140	2.37184
1763803_at	2.40547	2.44494
1763280_s_at	2.45970	2.41715
1765942_s_at	6.09815	5.83709
1768522_s_at	2.40888	2.41863
1768487_at	2.40331	2.41198
1759229_s_at	2.42387	2.44038
1768552_s_at	3.39415	3.56196
1768683_s_at	2.33943	2.38314
1760636_s_at	3.12517	3.18358
1762897_s_at	2.53521	2.53368
1766089_s_at	5.19258	5.75815
1763259_s_at	4.18064	4.35839
1765089_s_at	4.28232	4.34334
1764560_s_at	2.42060	2.42750
1762468_s_at	2.47972	2.54353
1761435_s_at	2.39519	2.40356
1767886_s_at	2.34620	2.34900
1764658_at	2.60889	2.61153
1765674_at	2.37332	2.37979
1762423_s_at	4.32074	4.39076
1765776_s_at	3.14361	3.20303
1761852_s_at	7.86737	7.56650
1765539_s_at	5.95934	5.40616
1765188_s_at	2.43768	2.42363
1766276_s_at	5.07000	5.32541
1761522_s_at	7.36404	7.24300
1763582_s_at	3.05235	3.10054
1768885_at	2.48230	2.48611
1765810_s_at	2.59641	2.59613
1766314_s_at	3.43096	3.37535
1759099_at	2.36975	2.37792
1765193_at	2.80821	2.95735
1766005_s_at	2.37273	2.37575
1761264_s_at	2.46818	2.41912
1760816_s_at	2.40428	2.40472
1765133_s_at	3.44317	4.66497
1760405_at	2.34964	2.35324
1767663_x_at	5.82140	6.19118
1766283_s_at	2.51853	2.48694
1764601_at	2.35048	2.35197
1764525_s_at	5.77167	5.85927
1765309_s_at	3.51699	3.48533
1766744_at	2.34851	2.35233
1764488_s_at	2.36313	2.37930
1766833_s_at	2.65331	2.65272
1760829_at	2.42755	2.46990
1759748_s_at	3.30179	3.42204
1762561_s_at	2.35077	2.35270
1764429_s_at	3.97514	4.05372
1760422_s_at	2.53954	2.61431
1761401_s_at	2.38743	2.39160
1763216_s_at	4.39046	3.95932
1761408_s_at	2.39395	2.40533
1762140_s_at	5.32645	5.40095
1768371_at	2.42737	2.48342
1760140_s_at	2.51308	2.52015
1766856_s_at	2.35552	2.35875
1761506_s_at	2.37628	2.37931
1766198_s_at	2.52794	2.53005
1763445_s_at	3.15237	2.51728
1762372_s_at	2.41474	2.46547
1767285_s_at	2.38155	2.37965
1763656_s_at	2.53178	2.54734
1762177_s_at	3.49257	3.79890
1761383_at	2.37771	2.38175
1765956_s_at	2.36132	2.37129
1760802_s_at	2.46339	2.47181
1768890_s_at	2.46066	2.64445
1760708_at	2.34034	2.35642
1765060_s_at	4.01185	4.01123
1764544_at	2.42781	2.41336
1769050_s_at	2.50676	2.54371
1761770_at	2.44131	2.48797
1763918_at	2.32522	2.33152
1765753_s_at	4.71806	4.72498
1762082_s_at	2.35806	2.36492
1768845_s_at	2.35999	2.36364
1760703_s_at	2.32783	2.33935
1762316_at	2.41596	2.41460
1760223_s_at	2.52533	2.48818
1764873_s_at	3.22888	3.52543
1769266_s_at	2.31937	2.32350
1764522_s_at	2.31848	2.31790
1761735_s_at	3.29867	2.91735
1765542_s_at	2.29492	2.29861
1761454_s_at	3.07178	2.83080
1767299_s_at	3.69601	3.85750
1762547_s_at	2.81934	2.64695
1766264_x_at	2.41950	2.43403
1766087_at	2.42224	2.44245
1761282_s_at	2.34876	2.35310
1769105_s_at	2.48585	2.49192
1765682_s_at	2.29333	2.29618
1766672_s_at	2.67104	2.67044
1768186_s_at	4.98055	5.34529
1767485_at	3.93783	4.34516
1762523_s_at	2.48404	2.49056
1760436_s_at	2.40301	2.40022
1767364_at	2.45647	2.45569
1766493_s_at	2.29604	2.29792
1768425_s_at	2.41526	2.41742
1768835_at	7.69658	7.33184
1761648_at	2.35830	2.36273
1763517_s_at	5.58970	5.82268
1765540_s_at	4.12963	4.11436
1764164_s_at	2.37260	2.38083
1766335_s_at	2.35055	2.49391
1762124_at	2.40995	2.43094
1759387_s_at	5.03307	5.15629
1764483_s_at	2.71014	2.57135
1763033_s_at	2.38824	2.39083
1761790_s_at	5.32791	5.51572
1761012_at	2.44159	2.44483
1762242_s_at	2.44418	2.45009
1763110_s_at	4.75987	4.96057
1763338_s_at	2.34818	2.35129
1762146_s_at	2.36601	2.36852
1765240_s_at	3.07362	2.57158
1759224_s_at	2.37559	2.38158
1761599_s_at	2.44840	2.45758
1769201_s_at	2.36194	2.37162
1766461_s_at	2.37891	2.37797
1763048_s_at	2.36585	2.36938
1765974_s_at	2.56894	2.56762
1762651_s_at	6.40704	6.22392
1762344_s_at	2.47920	2.48068
1768360_at	2.37732	2.40035
1759696_at	2.33058	2.33707
1765131_s_at	3.08700	3.11951
1759469_s_at	2.38407	2.39177
1760494_s_at	2.81657	2.82418
1763845_s_at	2.49549	2.50283
1761357_s_at	2.30945	2.31069
1759637_at	2.44114	2.44468
1768976_s_at	2.79785	3.10591
1768643_at	2.51322	2.51750
1763455_s_at	2.42956	2.43640
1767496_at	2.33506	2.35792
1765586_at	2.39025	2.39790
1769094_s_at	2.28604	2.28855
1764927_s_at	3.37956	3.49665
1767649_at	2.46831	2.38102
1759592_s_at	2.34608	2.34960
1759864_s_at	3.75733	3.68131
1764105_s_at	3.62270	3.73692
1768539_s_at	2.68192	2.73585
1766491_at	2.40408	2.42897
1760020_s_at	2.71249	2.71330
1764557_s_at	2.39915	2.40498
1764718_s_at	2.31660	2.31092
1765192_s_at	3.75173	3.06735
1765671_at	2.46221	2.47636
1764732_at	2.44054	2.44740
1765420_at	2.35083	2.34924
1765953_at	2.37969	2.38551
1766883_s_at	2.33511	2.33679
1764422_s_at	2.41047	2.44618
1760018_at	2.37666	2.37984
1766701_s_at	3.21178	3.41119
1767756_s_at	4.36216	4.60081
1760241_s_at	7.52236	7.60440
1761616_s_at	2.37459	2.37412
1768849_s_at	2.38638	2.39807
1764678_at	4.35419	4.25593
1765002_s_at	2.45476	2.45699
1762580_at	2.43515	2.44882
1759070_s_at	2.95097	2.80710
1759867_s_at	2.41224	2.45662
1763551_s_at	4.48148	4.06868
1765855_s_at	2.81445	2.70202
1768181_s_at	2.67327	2.69843
1759248_at	2.74033	2.78943
1767169_s_at	2.52266	2.52450
1767872_s_at	5.74173	6.30660
1767680_at	2.57674	2.64761
1765138_s_at	4.03678	4.27953
1760952_s_at	2.50712	2.54278
1767550_s_at	2.37075	2.37677
1767399_s_at	8.07229	7.76375
1762987_at	2.35304	2.35808
1767889_s_at	2.37819	2.39096
1764810_s_at	2.37455	2.37703
1766654_s_at	2.34069	2.34173
1762317_at	2.36211	2.36363
1760255_s_at	4.11787	3.40087
1764080_s_at	2.65694	2.49171
1760822_at	2.38365	2.39150
1767303_s_at	5.19182	5.18869
1767247_at	2.46266	2.46798
1765304_at	2.38841	2.39302
1765954_s_at	6.07220	6.66245
1763303_at	3.59623	3.48588
1766651_s_at	2.35835	2.36872
1763778_s_at	2.58292	2.56787
1766948_s_at	2.38605	2.40706
1764585_at	2.32297	2.40276
1759555_at	4.43492	4.64841
1761754_s_at	2.51300	2.51244
1769017_s_at	2.30778	2.31037
1766464_at	2.33168	2.33416
1763543_s_at	2.92139	2.70845
1763683_s_at	2.46008	2.45482
1763435_s_at	2.87845	2.89316
1767377_s_at	5.54513	5.76403
1760650_at	2.45752	2.54652
1760305_s_at	3.14073	3.52995
1768089_at	2.29898	2.30011
1767898_s_at	2.36687	2.37630
1760259_s_at	2.39460	2.40011
1762394_s_at	3.42837	3.42688
1759260_s_at	2.39670	2.41512
1760842_s_at	2.42125	2.42770
1763366_x_at	2.49392	2.60470
1761241_s_at	2.39612	2.41067
1764717_s_at	2.57886	2.58548
1765375_at	2.33696	2.34573
1762846_s_at	9.37884	9.39556
1761292_s_at	2.34058	2.34152
1767050_s_at	2.38287	2.38610
1764961_s_at	5.88160	5.99185
1759212_s_at	4.34917	4.35937
1767083_s_at	2.34013	2.34319
1761071_s_at	4.93339	4.38208
1765817_s_at	2.36840	2.37182
1760076_at	2.47045	2.48051
1759878_s_at	2.41270	2.39447
1766660_at	2.43413	2.54219
1763555_s_at	2.38298	2.39373
1766880_s_at	3.05559	2.99147
AFFX-r2-Bs-lys-5_at	2.31282	2.31342
1761664_s_at	7.08195	6.69718
1764068_x_at	2.37415	2.36620
1766588_at	2.34286	2.35712
1761574_s_at	3.16804	3.18356
1763326_s_at	2.49585	2.49924
1767921_s_at	5.54923	5.61576
1760199_s_at	2.61037	2.72145
1764471_s_at	2.77032	2.74511
1768949_s_at	2.68394	2.68847
1766297_at	2.36612	2.36977
1760528_at	2.36225	2.40614
1762265_s_at	2.53996	2.65132
1768839_s_at	2.34426	2.36857
1764431_s_at	2.40300	2.41629
1763832_at	2.46159	2.46280
1764869_s_at	2.31992	2.32398
1762443_s_at	2.38987	2.39287
1762603_s_at	6.87743	6.40168
1766400_s_at	7.32579	6.78805
1769206_at	3.33036	3.28397
1762430_at	2.37166	2.39880
1760256_s_at	2.43013	2.47704
1765341_s_at	5.82968	5.72903
1762247_at	2.31906	2.32077
1762792_s_at	2.87388	2.64368
1759633_at	2.32567	2.32726
1759276_s_at	2.52936	2.59397
1769001_s_at	2.35214	2.35625
1759193_s_at	3.37699	3.38190
1763438_s_at	3.10562	3.35562
1759266_at	2.41786	2.42161
1761309_s_at	2.33405	2.33773
1768287_s_at	2.38505	2.44010
1769027_at	2.38210	2.40150
1767875_s_at	2.39933	2.42910
1767252_s_at	2.50383	2.52633
1766804_s_at	3.77607	4.05546
1769163_s_at	4.04866	4.07668
1763415_s_at	2.34481	2.34839
1759583_s_at	2.38016	2.38769
1764731_s_at	2.88793	2.54059
1759115_s_at	2.40988	2.41515
1761980_s_at	2.53937	2.58191
1759656_s_at	2.88496	3.04479
1766397_s_at	5.44547	5.20446
1768768_at	2.41275	2.43623
1767813_at	2.31108	2.42272
1759377_s_at	2.76700	2.78138
1764125_s_at	2.53778	2.69017
1762509_s_at	2.36638	2.36896
1761946_at	5.14727	5.64512
1760711_s_at	4.97172	4.49390
1769061_s_at	2.34246	2.34519
1762389_s_at	2.38093	2.37962
1761630_at	2.38430	2.38985
1762300_s_at	3.19892	3.15556
1767819_s_at	7.29858	7.10933
1766100_s_at	2.68286	2.67569
1768034_at	2.38279	2.38751
1766572_s_at	2.46872	2.50605
1768743_s_at	2.99901	2.37026
1768003_s_at	3.28427	3.15081
1766956_at	2.33498	2.33797
1760252_s_at	3.85857	4.00742
1767791_s_at	3.96874	4.57439
1767212_s_at	2.67679	2.66889
1767146_at	2.32969	2.33780
1763796_s_at	2.75331	2.80629
1769036_s_at	2.33823	2.34203
1761416_s_at	2.43784	2.44925
1768433_at	2.40003	2.66579
1760520_s_at	2.36201	2.36504
1767556_at	2.30391	2.30623
1767509_s_at	3.73628	3.68852
1763138_s_at	2.65504	2.69356
1760166_s_at	2.45147	2.45069
1765964_s_at	3.53074	3.41438
1759388_at	2.37517	2.39617
1768980_s_at	2.45063	2.45362
1768307_s_at	3.74291	3.75011
1765380_s_at	3.86850	4.16372
1768107_s_at	2.55564	2.55747
1763783_s_at	2.81007	3.13218
1767789_at	2.31955	2.32104
1764140_s_at	5.69399	5.32071
1760803_s_at	3.25638	3.23380
1767469_s_at	2.37758	2.38380
1763429_s_at	2.32651	2.32610
1762183_s_at	2.80784	2.81589
1767254_s_at	2.40475	2.40328
1765614_x_at	2.37438	2.41623
1767088_s_at	2.37107	2.37573
1765169_s_at	2.32890	2.33315
1767158_s_at	2.96336	3.95616
1768547_s_at	4.08271	4.24740
1769102_s_at	2.36922	2.38209
1761978_at	2.47406	2.47384
1768419_s_at	2.53111	2.53040
1761386_at	2.36062	2.37247
1761872_s_at	8.64956	8.98748
1760871_s_at	2.46535	2.47159
1761349_at	3.96276	4.07058
1761682_s_at	2.42804	2.81602
1766832_s_at	3.67217	3.71212
1767332_s_at	2.44704	2.44896
1767701_s_at	2.39131	2.38541
1761492_s_at	4.14593	4.49402
1767323_s_at	2.46162	2.48336
1765924_s_at	2.36842	2.38179
1765489_s_at	4.78943	4.58899
1764615_s_at	7.22504	7.43748
1764665_s_at	2.36841	2.37245
1763771_s_at	2.31272	2.32970
1763888_s_at	2.34886	2.35300
1766918_s_at	3.00308	3.00855
1769154_at	2.42937	2.41014
1766533_s_at	2.34466	2.35242
1762436_s_at	2.34634	2.35263
1766613_s_at	2.33689	2.35746
1765013_s_at	2.45590	2.49115
1765822_at	2.39282	2.40727
1763382_s_at	2.43219	2.43579
1768262_s_at	2.37444	2.37640
1769258_s_at	5.13603	5.66369
1762100_s_at	2.41452	2.45303
1764391_s_at	3.88907	4.46375
1759117_s_at	3.18279	3.25449
1762962_s_at	2.33544	2.34373
1764239_s_at	2.85156	3.04864
1766776_s_at	2.65180	2.52593
1760218_s_at	2.44989	2.47509
1765071_s_at	5.77906	5.82950
1766480_s_at	2.99493	2.79131
1762136_at	2.64439	2.76051
1764733_s_at	2.66043	2.64512
1763333_s_at	2.76274	2.76951
1762963_s_at	2.33749	2.34922
1759370_s_at	2.74949	2.77498
1761868_s_at	5.08257	4.60008
1766462_s_at	3.49005	3.49192
1767342_at	2.32973	2.33157
1761422_s_at	4.31102	4.51626
1761891_at	2.46794	2.47348
1764677_s_at	2.34902	2.36770
1769038_s_at	2.60061	2.59872
1766425_s_at	7.58082	7.35073
1769104_s_at	2.37292	2.37717
1760358_s_at	2.36650	2.36997
1764845_s_at	2.48950	2.54788
1759265_s_at	2.31087	2.31782
1759438_s_at	6.60512	6.29202
1764686_s_at	3.07198	3.14844
1761686_s_at	2.35782	2.36649
1762777_s_at	4.23873	4.40791
1766138_s_at	3.76527	4.23061
1763710_at	2.43888	2.44638
1767666_s_at	2.92189	2.98854
1762732_s_at	2.38034	2.38352
1760066_s_at	2.40136	2.37246
1761707_s_at	3.08144	3.08371
1763009_s_at	2.45143	2.45749
1767407_s_at	2.43135	2.47996
1759570_s_at	2.90409	2.70669
1762518_s_at	2.81925	2.82843
1762923_s_at	2.54353	2.42510
1765550_s_at	3.86098	4.64507
1767297_s_at	2.33798	2.34160
1759471_s_at	3.28609	2.96801
1767180_s_at	2.46494	2.46658
1765933_at	2.33548	2.35274
1765918_s_at	2.38884	2.40121
1762164_s_at	2.56550	2.64603
1765087_s_at	3.00353	2.53638
1766748_at	2.41279	2.42166
1767226_s_at	3.16726	2.98896
1762703_s_at	2.38423	2.38798
1759964_s_at	3.06839	3.12555
1766844_s_at	2.36845	2.38407
1763237_s_at	2.38851	2.38669
1768820_s_at	2.40544	2.41722
1763579_s_at	2.89950	2.93624
1763848_s_at	2.42620	2.42974
1766336_s_at	3.39558	3.50717
1762856_s_at	2.30627	2.31580
1767150_s_at	2.36587	2.37218
1764901_s_at	6.12877	6.07350
1766995_s_at	2.86900	2.93657
1766955_s_at	3.11335	3.49330
1760940_s_at	2.65530	2.80761
1765984_s_at	2.50826	2.51296
1769231_at	3.60432	3.47599
1766882_s_at	2.34963	2.35566
1762278_at	4.55781	5.25437
1767927_at	2.40383	2.41844
1765416_s_at	2.89762	2.57091
1759235_at	2.56813	3.02611
1762343_s_at	6.04847	5.68810
1763798_at	2.36427	2.37479
1761765_s_at	2.40783	2.41841
1766245_s_at	2.38867	2.40598
1764331_s_at	3.95443	3.79715
1765130_at	2.36791	2.37212
1767272_at	2.32279	2.32655
1761109_at	2.47383	2.47524
1764281_s_at	2.72424	2.63667
1759787_s_at	2.41009	2.41566
1768881_s_at	2.38549	2.40200
1768355_s_at	2.40148	2.42642
1765353_at	2.36250	2.35299
1767618_s_at	3.65514	3.81987
1765765_s_at	2.34918	2.36050
1767263_s_at	6.66227	6.83385
1761465_s_at	6.97285	6.27317
1765886_s_at	2.77235	3.21389
1767784_at	2.39615	2.40377
1760916_s_at	2.27983	2.28128
1761836_s_at	2.37929	2.38951
1760007_s_at	2.38386	2.39769
1759615_s_at	3.67255	3.70750
1760502_s_at	3.73381	3.84418
1766002_at	3.13237	2.99823
1763616_s_at	3.62913	3.71182
1759177_s_at	2.38080	2.38967
1759474_at	2.37359	2.41279
1761015_at	2.30375	2.30642
1769101_s_at	2.60883	2.61580
1767139_s_at	2.38468	2.41015
1768566_at	2.43936	2.44423
1769156_s_at	2.30561	2.30421
1764011_s_at	2.30254	2.30423
1761843_s_at	2.31534	2.31387
1766500_s_at	2.38088	2.40489
1763206_s_at	2.91714	2.75073
1767980_s_at	2.38223	2.38794
