probe    C8 Avg	Control Avg
1763317_s_at	3.10914	3.10738
1759503_at	2.30334	2.30279
1766020_s_at	2.32204	2.32259
1764931_s_at	2.34682	2.34585
1764596_s_at	2.31920	2.31961
1759756_s_at	2.33044	2.33176
1764085_at	2.28990	2.29027
1762150_s_at	2.32886	2.32926
1761559_s_at	2.34793	2.34847
1762001_s_at	2.32979	2.32938
1759792_at	2.44940	2.44497
1764284_at	2.38160	2.38256
1767049_s_at	2.30306	2.30266
1763427_s_at	2.32140	2.32210
1765543_at	2.26946	2.26990
1759086_s_at	2.34861	2.34848
1769232_at	2.35066	2.35115
1765676_at	2.29199	2.29228
1760201_s_at	2.32858	2.32927
1762390_s_at	2.38440	2.38467
1763865_s_at	2.57733	2.55903
1765733_at	2.40181	2.40344
1763631_at	2.31942	2.31895
1761617_at	2.35143	2.35342
1763271_at	2.31952	2.31999
1764050_s_at	2.38258	2.38292
1766277_s_at	4.00505	4.01906
1760340_s_at	2.29937	2.29986
1765259_s_at	2.46782	2.47104
1763157_s_at	2.31004	2.31038
1764830_at	2.38296	2.38462
1766585_s_at	2.30911	2.30963
1767918_s_at	2.54761	2.54803
1767148_at	2.35375	2.35429
1767316_at	2.30927	2.30886
1760681_s_at	2.44901	2.44987
1763990_at	2.41427	2.41384
1762514_at	2.35103	2.35162
1762599_s_at	2.43510	2.43392
1766603_s_at	2.34260	2.34294
1768692_s_at	3.00006	3.02958
1763615_at	2.34954	2.35287
1759366_at	2.37733	2.37641
1768738_s_at	3.61874	3.57676
1769290_at	2.37400	2.37467
1759919_s_at	2.46111	2.46057
1759902_s_at	2.38098	2.38166
1765272_s_at	3.57488	3.49427
1763460_at	2.29334	2.29363
1763511_at	2.35648	2.35698
1760311_at	2.37000	2.37102
1768614_s_at	2.38332	2.38370
1767750_s_at	2.31972	2.31928
1759546_s_at	2.45711	2.45132
1764590_at	2.34468	2.34520
1760677_at	2.32505	2.32434
1768605_s_at	2.36075	2.36115
1761068_s_at	2.43961	2.43919
1765231_at	2.38778	2.38831
1762764_s_at	2.35257	2.35401
1759206_s_at	2.29538	2.29472
1765242_at	2.27811	2.27840
1759355_s_at	2.34855	2.34903
1767389_at	2.43117	2.43212
1768925_s_at	2.31726	2.31757
1762811_s_at	2.63029	2.62642
1762337_s_at	2.27342	2.27376
1759462_s_at	2.30570	2.30523
1761223_at	2.33748	2.33833
1760873_s_at	2.35265	2.35295
1762330_s_at	2.43282	2.43319
1760641_s_at	2.27032	2.27000
1760482_s_at	2.32892	2.32940
1764703_s_at	2.28097	2.28069
1765034_at	2.39208	2.39255
1763269_x_at	3.47120	3.46584
AFFX-r2-Bs-dap-3_at	3.74542	3.82253
1767902_s_at	2.36285	2.36335
1765230_s_at	4.31574	4.35484
1767505_s_at	2.37477	2.37398
1767420_at	2.37874	2.38165
1766379_at	2.31578	2.31538
1768868_at	2.34732	2.34783
1761856_s_at	6.23775	6.19039
1764039_at	2.33849	2.33766
1760124_at	2.26587	2.26619
1766984_s_at	2.33699	2.33747
1767142_s_at	2.40404	2.40434
1762263_at	2.28804	2.28832
1762866_s_at	2.33090	2.33069
1768734_at	2.37346	2.37366
1762506_s_at	4.12444	4.17706
1761444_at	2.36739	2.36700
1768588_s_at	2.46756	2.47567
1769063_s_at	2.28810	2.28833
1760384_at	2.33459	2.33421
1765850_s_at	3.66346	3.59406
1767355_s_at	2.34328	2.34609
1768349_s_at	4.53713	4.54567
1760666_at	2.45318	2.45291
1761696_s_at	3.51051	3.55146
1759912_s_at	2.38870	2.38906
1762289_at	2.27208	2.27241
1764445_s_at	2.32769	2.32740
1762666_s_at	2.27263	2.27295
1761751_at	2.35166	2.35131
1765647_s_at	2.38190	2.38301
1762719_at	2.32874	2.32953
1764163_s_at	2.37970	2.38043
1762493_at	2.36770	2.36820
1762594_at	2.33139	2.33097
1765080_s_at	2.28314	2.28280
1760909_s_at	2.31693	2.31773
1766907_s_at	2.40294	2.40337
1768988_s_at	2.44057	2.42011
1763402_s_at	2.31423	2.31464
1766561_s_at	2.34395	2.34346
1767324_s_at	6.69734	6.62398
1765366_s_at	2.40578	2.40537
1767251_at	2.33836	2.33756
1762508_at	2.38622	2.38585
1764610_s_at	2.34103	2.34139
1766826_s_at	2.32400	2.32360
1761989_at	2.35774	2.35847
1763526_s_at	2.34562	2.34604
1768733_s_at	2.35059	2.34412
1761167_at	2.32108	2.32072
1762270_s_at	2.41073	2.41023
1767781_s_at	2.35702	2.35564
1764436_s_at	2.30710	2.30668
1762422_at	2.40256	2.40300
1759483_at	2.34095	2.34120
1763319_at	2.34093	2.34131
1768771_at	2.32349	2.32321
1767185_s_at	2.30633	2.30712
1762002_at	2.37125	2.37193
1765668_at	2.38728	2.38818
1759962_at	2.35051	2.35172
1767432_s_at	2.35008	2.35005
1765716_s_at	2.37339	2.37565
1762063_at	2.41133	2.41163
1764512_s_at	2.39484	2.39555
1766639_s_at	2.45199	2.45168
1769033_at	2.40591	2.40703
1763701_x_at	2.29700	2.29657
1759441_s_at	2.26664	2.26634
1768321_s_at	2.49070	2.49036
1763835_s_at	2.34632	2.34588
1762411_at	2.32577	2.32633
1760276_s_at	2.38560	2.38603
1762175_s_at	2.29198	2.29243
1761796_at	2.36219	2.36294
1764721_s_at	2.34660	2.34633
1760544_s_at	4.55735	4.59115
1759335_s_at	2.36908	2.36957
1763742_s_at	2.44051	2.43710
1765208_at	2.29513	2.29541
1768831_s_at	2.38583	2.38695
1762920_at	2.33538	2.33506
1769091_at	2.32848	2.32815
1764278_s_at	2.31237	2.31280
1761510_s_at	2.32603	2.32668
1766051_at	3.76903	3.77558
1765328_s_at	2.40187	2.40145
1763462_at	2.39718	2.39679
1766442_at	2.29608	2.29655
1759985_at	2.29541	2.29600
1768118_s_at	3.44489	3.51657
1762261_s_at	2.33417	2.33395
1763364_s_at	2.30156	2.30178
1764395_s_at	6.32884	6.35642
1766466_at	2.35319	2.35290
1767274_s_at	2.40426	2.40892
AFFX-r2-Ec-LysX_at	2.30865	2.30922
1766655_s_at	2.36817	2.36877
1769026_s_at	2.42180	2.41861
1759145_at	2.28942	2.28980
1764459_at	2.31091	2.31114
AFFX-yel005_3_at	2.43331	2.43400
1766764_s_at	3.13921	3.12060
1762587_s_at	2.26499	2.26529
1761281_s_at	2.33255	2.33217
1765973_s_at	2.43322	2.43298
1761052_s_at	2.35573	2.35616
1767492_s_at	2.37874	2.37907
1761610_at	2.33920	2.33948
1767996_s_at	3.65980	3.62348
1766899_s_at	2.79830	2.77123
1761263_s_at	2.27070	2.27035
1767502_at	2.34771	2.34751
1766600_s_at	2.41336	2.41309
1767511_s_at	2.31251	2.31284
1759196_s_at	6.24031	6.15147
1759823_at	2.41079	2.41301
1768144_s_at	2.38472	2.38538
1767654_s_at	2.35257	2.35322
1761679_at	2.37824	2.37915
1761450_s_at	2.39044	2.39000
1762230_at	2.33227	2.33263
1759631_at	2.33999	2.33965
1762167_s_at	2.72257	2.73631
1766680_s_at	2.30512	2.30477
1766078_s_at	2.34551	2.34519
1762501_s_at	3.70254	3.64707
1765669_s_at	2.35453	2.35480
1767911_s_at	5.20230	5.18308
1760100_at	2.33689	2.33633
1764173_s_at	2.47039	2.47075
1761909_s_at	2.35624	2.35668
1760600_s_at	3.73189	3.65789
1767149_s_at	2.40425	2.40368
1764908_s_at	2.39643	2.39897
1762665_at	2.34446	2.34473
1767715_s_at	2.92925	2.92950
1765774_at	2.36271	2.36309
1759301_s_at	2.25712	2.25690
1767800_s_at	2.68109	2.66298
1764963_at	2.29300	2.29318
1763003_s_at	4.83294	4.83738
1764226_s_at	4.58099	4.60554
1759448_at	2.33905	2.33984
1768150_s_at	2.40267	2.40310
1767746_at	2.38729	2.38749
1765498_s_at	3.66720	3.67495
1766222_at	2.39820	2.39777
1767882_s_at	2.50902	2.50934
1759771_s_at	3.17645	3.23091
1760165_s_at	2.42889	2.43035
1767108_s_at	2.80464	2.76368
1761087_s_at	2.39111	2.39076
1761743_at	2.30979	2.31025
1767107_s_at	2.42686	2.42661
1761854_s_at	2.34457	2.34376
1759819_at	2.29663	2.29700
1763031_s_at	6.32831	6.29285
1762909_s_at	2.39421	2.39382
1763021_at	2.40842	2.40765
1769268_at	2.39413	2.39453
1764095_at	2.35560	2.35600
1760483_at	2.28884	2.28915
1763913_at	2.36992	2.37088
1762682_s_at	2.33997	2.33938
1762083_at	2.37429	2.37496
1767852_s_at	4.54658	4.56705
1760046_s_at	2.30154	2.30189
1760549_s_at	2.29482	2.29524
1767271_s_at	6.30974	6.24099
1763738_s_at	2.35826	2.35790
1769200_at	2.35083	2.35139
1759068_at	2.31082	2.31141
1763785_s_at	2.38252	2.38289
1765646_at	2.37971	2.37914
1766677_s_at	2.35547	2.35502
1762070_s_at	2.36102	2.36056
1768905_s_at	2.28269	2.28235
1763231_s_at	2.29748	2.29780
1759830_at	2.37268	2.37303
1762622_at	2.34621	2.34655
1764018_s_at	2.47709	2.48318
1766038_s_at	2.34641	2.34677
1764161_s_at	2.29703	2.29668
1759786_s_at	2.33672	2.33710
1763035_at	2.37177	2.37150
1765605_s_at	2.31202	2.31127
1768071_at	2.33096	2.32981
1760748_s_at	3.04502	3.02807
1762228_at	2.29173	2.29216
1765382_at	3.08153	3.13177
1759443_s_at	2.28526	2.28561
1760565_at	2.31644	2.31618
1759649_at	2.32635	2.32590
1759461_s_at	2.36154	2.36079
1759951_s_at	2.45689	2.43464
1763384_at	2.37895	2.37930
1767736_s_at	2.33582	2.33643
1761639_at	2.34106	2.34144
1766809_s_at	2.36569	2.36505
1761737_at	7.74054	7.73326
1763549_at	2.29327	2.29363
1765836_s_at	2.73805	2.73772
1760230_at	2.34365	2.34424
1768143_s_at	2.40959	2.40936
1764789_s_at	2.38318	2.38246
1761663_s_at	4.30995	4.27971
1763127_at	2.29920	2.29958
1765893_s_at	2.34031	2.33994
1762685_at	2.42312	2.42403
1765748_s_at	2.34169	2.34188
1762798_at	2.29750	2.29773
1765911_s_at	2.35023	2.34973
1766951_at	2.32905	2.32877
1762818_s_at	2.47174	2.47216
1764183_s_at	2.46932	2.46408
1764486_s_at	2.59883	2.56545
1760157_s_at	2.39548	2.39514
1759137_s_at	2.40411	2.39981
1768857_s_at	2.32105	2.32169
1767535_at	2.28592	2.28620
1760867_s_at	2.81844	2.82082
1766126_s_at	2.29272	2.29297
1761736_s_at	2.40430	2.40402
1762492_s_at	2.30621	2.30658
1766824_at	2.38113	2.38182
1769067_at	2.29114	2.29168
1759931_at	2.31323	2.31361
1764751_at	2.35777	2.35745
1766118_s_at	2.32556	2.32527
AFFX-Ec-A00196-1_s_at	2.41726	2.41622
1762562_at	2.36230	2.36306
1765383_s_at	2.29740	2.29762
1767944_at	2.32831	2.32803
1767651_at	2.30688	2.30719
AFFX-Ec-AF292559-2_s_at	2.33615	2.33571
1768387_at	2.29462	2.29500
1760535_s_at	2.35911	2.35888
1768163_at	2.31483	2.31447
AFFX-Ec-U43284-1_s_at	2.29724	2.29799
AFFX-yel006_M_at	2.35930	2.35867
1761654_s_at	2.64179	2.62892
1766209_at	2.29685	2.29708
1764570_s_at	2.31818	2.31781
1768948_s_at	3.08036	3.07877
1762174_s_at	2.32794	2.32833
1762638_s_at	2.34874	2.34930
1761233_s_at	2.33857	2.33779
1766671_at	2.30131	2.30088
1760247_s_at	2.39862	2.39880
1759094_s_at	2.30741	2.30784
1761981_s_at	2.36026	2.36081
1761405_s_at	2.36466	2.36436
1760659_at	2.30733	2.30775
1769225_s_at	2.31116	2.31135
1760790_s_at	2.46675	2.46722
1764249_at	2.39165	2.39202
1764137_s_at	2.40736	2.40788
1763993_s_at	2.32337	2.32390
1766253_s_at	6.51675	6.41241
1761253_s_at	2.56237	2.54162
1767913_s_at	2.34303	2.34274
AFFX-yel006_5_at	2.36251	2.36298
1762433_s_at	2.38275	2.37977
1766018_x_at	2.38390	2.38337
1768205_at	2.53573	2.52708
1762948_s_at	2.59354	2.58025
1768043_s_at	4.92145	4.97671
1759836_at	2.34008	2.34048
1763623_s_at	2.29561	2.29535
1768402_at	2.35812	2.35853
1764699_s_at	2.40848	2.40640
1769240_s_at	2.33810	2.33847
1763700_s_at	3.68545	3.65911
1759396_at	2.29270	2.29294
1761833_at	2.37155	2.37217
1764543_at	2.33842	2.33888
1759278_at	2.35368	2.35340
1762231_s_at	2.41627	2.41532
1761051_s_at	2.31862	2.31890
1763590_s_at	2.29418	2.29389
1766517_s_at	2.32006	2.31996
1766238_s_at	2.26804	2.26821
1762807_at	2.35046	2.35019
1766316_s_at	2.56343	2.57154
1766329_at	2.45967	2.46263
1761556_s_at	2.28001	2.27974
1762637_s_at	2.37714	2.37826
1761058_s_at	2.43823	2.43845
1764821_s_at	5.39987	5.33596
1761100_at	2.46669	2.46600
1761667_s_at	2.48527	2.48568
1768204_s_at	2.34073	2.34116
1765003_s_at	2.37571	2.37533
1761779_s_at	2.32632	2.32665
1767281_s_at	2.39318	2.39371
1762600_at	2.29629	2.29659
1761553_s_at	2.38757	2.38867
AFFX-yel005_5_at	2.34759	2.34788
1764730_s_at	2.30142	2.30160
1767368_s_at	2.42629	2.42764
1763392_s_at	2.27148	2.27117
1759969_s_at	2.38072	2.38117
1767341_at	2.33532	2.33488
1766070_s_at	2.97609	2.97492
1765507_s_at	2.28126	2.28154
1760143_at	2.37788	2.37813
1760561_s_at	2.35887	2.35907
1767015_at	2.29542	2.29511
1761501_at	2.31819	2.31791
1769113_s_at	2.42042	2.42004
1759407_s_at	2.33570	2.33618
1765323_s_at	2.34631	2.34600
1761446_s_at	2.36827	2.36767
1765235_s_at	2.37305	2.37334
1767009_s_at	2.35132	2.35161
1766850_s_at	2.30772	2.30987
1764734_s_at	2.27881	2.27852
1764345_x_at	2.30410	2.30446
1766963_s_at	2.37283	2.37359
1768568_at	2.27667	2.27637
1769053_s_at	2.37420	2.37393
1759513_s_at	2.42669	2.42183
1768536_at	2.33453	2.33435
1759489_s_at	2.34165	2.34116
1764003_s_at	4.44583	4.49751
1762489_at	2.31706	2.31747
1760913_s_at	5.40949	5.44704
1765085_s_at	2.28141	2.28157
1764417_at	2.35315	2.35307
1767156_at	2.30811	2.30775
1768392_s_at	2.38059	2.38166
1761923_at	2.77012	2.76473
1768110_at	2.38375	2.38405
1768985_at	2.31631	2.31563
1759774_at	2.42808	2.42841
1762440_s_at	3.31724	3.26605
1763051_at	2.36391	2.36322
1767105_at	2.31156	2.31180
1760733_s_at	2.65959	2.65528
1766794_s_at	2.36657	2.36719
1762137_at	2.31324	2.31375
1762992_at	2.41617	2.41555
1760399_s_at	3.48052	3.45470
1762301_at	2.38739	2.38650
1760272_s_at	2.47449	2.47467
1761273_at	2.28934	2.28968
1759585_s_at	2.32178	2.32211
1763002_s_at	2.31763	2.31724
AFFX-Ec-M10961-1_at	2.31584	2.31617
1762373_at	2.33792	2.33823
1764378_s_at	2.31425	2.31398
1764115_at	2.33536	2.33578
1769124_at	2.33358	2.33017
1763539_s_at	2.37939	2.38034
1768047_s_at	5.38636	5.33234
1765278_s_at	2.30992	2.31020
1769249_x_at	2.32941	2.32913
1762845_at	2.31503	2.31474
1765256_s_at	2.33957	2.33922
1768706_s_at	2.38966	2.39036
1764929_s_at	2.34869	2.34901
1759095_s_at	2.32486	2.32462
1763667_at	2.39165	2.39195
1766058_at	2.26941	2.26966
1761677_s_at	2.32118	2.32167
1768663_at	2.35235	2.35260
1760792_s_at	2.54870	2.49556
1764863_s_at	2.30140	2.30167
1766574_s_at	2.35769	2.35800
1759728_at	2.32323	2.32278
1766674_s_at	2.41482	2.41492
1767567_s_at	2.29590	2.29611
1762060_s_at	2.36816	2.36769
1766313_at	2.29131	2.29163
1766129_s_at	4.46782	4.41331
1760213_s_at	2.47331	2.47352
1764796_s_at	2.27823	2.27798
1761673_at	2.30801	2.30827
1761180_at	2.38843	2.38817
1763650_at	2.30378	2.30352
1759350_s_at	2.32964	2.33038
1768314_s_at	2.83990	2.84010
1763694_s_at	2.37547	2.37522
1760588_s_at	2.37136	2.36221
1763533_at	2.91061	2.94562
1766917_s_at	2.36447	2.36388
1763524_s_at	2.34382	2.34430
1768875_s_at	2.33337	2.33385
1767987_x_at	2.31458	2.31491
1765888_s_at	2.31785	2.31817
1763133_s_at	2.33010	2.33059
1763213_s_at	2.35024	2.34997
1760019_s_at	2.93675	2.94247
1759913_s_at	2.36024	2.36052
1765913_at	2.28731	2.28756
1761115_s_at	3.28799	3.26500
1760721_s_at	2.33343	2.33377
1764472_s_at	2.30057	2.30095
1761371_s_at	3.28874	3.28137
1766575_s_at	2.40633	2.40535
1761561_s_at	2.31509	2.31540
1764583_s_at	2.25643	2.25664
1768660_s_at	4.24054	4.19457
1767008_at	2.41039	2.41022
1759816_at	2.30768	2.30788
1766779_at	2.39250	2.39224
1760589_s_at	2.27455	2.27434
1766367_s_at	5.87536	5.91296
1759620_s_at	2.46305	2.45879
1767282_s_at	3.60513	3.53884
1765112_at	2.32740	2.32785
1768353_s_at	2.29261	2.29290
1763847_at	2.30231	2.30256
1768405_s_at	2.32281	2.32323
1765790_s_at	2.30943	2.30958
1759323_at	2.37268	2.37188
1768704_s_at	4.03800	3.94376
1762145_s_at	4.84464	4.88043
1767395_s_at	2.34784	2.34852
1761140_s_at	2.33827	2.33802
1761096_s_at	3.74333	3.68558
1761008_at	2.33439	2.33545
1761829_at	2.31268	2.31304
AFFX-Ec-AF292560-1_s_at	2.39442	2.39483
1761010_s_at	2.29852	2.29826
1762907_at	2.36388	2.36422
1766203_s_at	2.41511	2.41374
1760723_s_at	2.29857	2.29883
1767240_s_at	2.29599	2.29625
1766287_s_at	2.41612	2.41796
1764384_at	2.31190	2.31211
1760240_s_at	2.33676	2.33695
1769276_at	2.34865	2.34906
1764623_s_at	2.27365	2.27346
1766256_s_at	2.70573	2.71987
1763439_at	2.39697	2.39737
1769203_at	2.33927	2.33956
1760992_at	2.29370	2.29392
1760676_s_at	2.34155	2.34186
1761123_s_at	2.41453	2.41434
1766160_s_at	2.31900	2.31938
1763368_at	2.31896	2.31880
1760224_at	2.32078	2.32111
1767459_s_at	2.34530	2.34508
1764662_s_at	2.29865	2.29840
1767220_at	2.34444	2.34379
1764648_s_at	2.31747	2.31777
1766798_s_at	2.41072	2.40883
1765384_s_at	2.35043	2.35017
1759504_s_at	2.49878	2.50114
1766525_s_at	2.35599	2.35649
1762782_at	2.27877	2.27899
1760138_s_at	2.39150	2.39132
1763868_s_at	2.37006	2.37105
1764866_s_at	2.30003	2.30030
1760697_at	2.43893	2.43914
1762199_at	2.76683	2.76701
1762033_at	2.31830	2.31865
1767497_s_at	2.43537	2.43295
1762543_s_at	4.44641	4.45792
1764832_s_at	2.33807	2.33766
1768634_s_at	2.33228	2.33199
1764254_s_at	4.63751	4.56218
1764787_s_at	2.37061	2.37094
1760654_at	2.35691	2.35719
1764965_s_at	2.29606	2.29585
1763935_s_at	2.31685	2.31702
1761425_s_at	2.37651	2.37674
1764952_s_at	2.45424	2.46658
1761632_at	2.31398	2.31373
1768506_at	2.36281	2.36241
1760097_s_at	2.56465	2.56106
1761300_s_at	7.67888	7.65591
1759121_at	2.29912	2.29880
1762017_s_at	3.09725	3.16928
1766723_s_at	5.46576	5.44368
1764883_s_at	2.27463	2.27444
1762190_at	2.32793	2.32819
1767292_at	2.34058	2.34028
1759811_s_at	2.35498	2.35523
1759871_at	2.28605	2.28620
1768398_s_at	2.31198	2.31169
1759768_s_at	2.37172	2.37118
1768936_s_at	2.35346	2.35390
1760922_at	2.31933	2.31952
1767086_at	2.39177	2.39195
1769123_at	2.30823	2.30842
1762011_at	2.32409	2.32450
1767151_at	2.36452	2.36479
1764323_s_at	2.33964	2.33987
1765155_at	2.46111	2.46665
1763071_s_at	2.35273	2.35302
1764532_s_at	4.90822	4.90444
1766361_s_at	2.36668	2.36606
1764806_s_at	2.29059	2.29085
1760425_s_at	2.35024	2.35050
1759668_at	2.29601	2.29632
1768078_at	2.33007	2.32980
1760638_at	2.36791	2.36754
1764802_at	2.32010	2.32041
1767186_s_at	2.33513	2.33491
1769186_s_at	2.32411	2.32386
1764765_s_at	2.33188	2.33232
1763685_at	2.38136	2.38181
1759813_s_at	2.35667	2.35644
1763806_s_at	2.47711	2.47784
1764306_s_at	6.04804	6.08590
1763075_at	2.32478	2.32450
1767821_s_at	8.70122	8.61621
1762291_s_at	2.36052	2.36092
1762507_s_at	2.40938	2.40915
1761818_at	2.32440	2.32463
1763722_s_at	2.35050	2.35071
1767771_s_at	2.29982	2.30007
1760983_at	2.31964	2.31989
1763657_s_at	2.51340	2.50152
1763424_s_at	2.35185	2.35134
1762850_s_at	2.31601	2.31624
1760745_s_at	7.37660	7.33401
1765952_s_at	2.35146	2.35118
1762207_s_at	2.33419	2.33449
1761457_s_at	2.36121	2.36136
1763190_s_at	2.51220	2.53454
1766074_s_at	2.51259	2.49306
1766636_at	2.33161	2.33132
1760655_s_at	2.33676	2.33709
1759234_s_at	2.34810	2.34837
1767383_s_at	2.58199	2.57833
1761844_s_at	4.92039	4.89063
1762474_s_at	2.31840	2.31885
1762556_s_at	2.39235	2.39314
1768739_at	2.32952	2.32932
1765863_s_at	2.31187	2.31155
1766558_s_at	4.01962	3.96261
1760895_s_at	2.75720	2.75741
1765045_s_at	2.29027	2.29051
1760222_s_at	2.46064	2.45587
1761102_s_at	2.31706	2.31675
1759674_s_at	2.56774	2.58441
1762237_s_at	2.29363	2.29388
1765275_at	2.34399	2.34372
1760200_s_at	2.32455	2.32436
1762674_s_at	2.35643	2.35621
1764051_s_at	2.32607	2.32633
1766473_at	2.28872	2.28857
1762659_at	2.32235	2.32276
1768377_at	2.41131	2.41150
1767092_s_at	2.32236	2.32215
1761635_s_at	4.08650	4.06972
1766123_s_at	2.32396	2.32414
1763791_s_at	2.32979	2.33013
1763728_s_at	2.32692	2.32669
1765204_s_at	2.40817	2.40807
1760093_at	2.31866	2.31892
1766788_s_at	2.46406	2.46428
1761280_at	2.30818	2.30840
1759575_at	2.27716	2.27744
1763298_s_at	2.51339	2.51349
1759344_s_at	2.35922	2.36005
1763544_at	2.32824	2.32803
1763805_s_at	2.28948	2.28930
1763557_x_at	2.30012	2.29996
1761566_at	2.37276	2.37314
1762019_s_at	2.27208	2.27186
1760770_s_at	2.28379	2.28402
1760231_at	2.32236	2.32203
1767662_s_at	2.36353	2.36328
1759114_s_at	2.41383	2.41399
1768432_s_at	2.40302	2.40329
1760580_at	2.36067	2.36053
1762331_s_at	2.37695	2.37713
1767614_s_at	2.40389	2.40455
1760178_at	2.33418	2.33467
1767406_at	2.44204	2.44416
1764786_s_at	2.48018	2.47191
1767165_at	2.29684	2.29662
1766235_s_at	2.50183	2.50206
1766028_s_at	2.40808	2.40792
1759841_s_at	2.25034	2.25016
1767677_s_at	2.41530	2.41550
AFFX-DapX-5_at	2.48703	2.47651
1764702_s_at	6.48194	6.51869
1767028_s_at	3.27985	3.26109
1765687_at	2.36368	2.36357
1762643_at	2.28412	2.28388
1766511_x_at	2.54785	2.54803
1760910_at	2.27498	2.27519
1764166_at	2.33705	2.33749
1768747_s_at	2.60241	2.60989
1760626_at	2.36800	2.36755
1768592_at	2.38737	2.38750
1767284_at	2.36206	2.36231
1765043_at	2.28937	2.28961
1764494_at	2.28221	2.28198
1768873_s_at	6.55750	6.51782
1767206_at	2.35759	2.35803
1763645_at	2.28449	2.28470
1766424_s_at	2.28579	2.28602
1760821_at	2.28848	2.28871
1766549_at	2.37149	2.37101
1766134_at	2.67624	2.67998
1759922_s_at	3.19795	3.22957
1759525_at	2.32029	2.32000
1767860_at	2.34294	2.34273
1768106_s_at	2.31852	2.31887
1763999_s_at	2.32219	2.32242
1766889_at	2.32564	2.32600
1761243_s_at	2.37676	2.37696
1766108_s_at	2.34434	2.34462
1760309_s_at	2.25283	2.25300
1763040_s_at	2.88694	2.88170
1763297_s_at	2.37558	2.37594
1765471_s_at	2.30424	2.30403
1761500_at	2.35414	2.35356
1763034_s_at	3.28067	3.23682
1765220_s_at	2.32683	2.32714
1764363_s_at	2.44734	2.44769
1764999_s_at	2.30536	2.30518
1765428_at	2.35132	2.35186
1768642_s_at	2.33136	2.33175
1759599_s_at	4.44567	4.39509
1766532_at	2.31237	2.31219
1763250_s_at	2.29708	2.29729
1769116_s_at	2.53126	2.53221
AFFX-r2-Bs-lys-3_at	2.28264	2.28283
1768700_at	2.34574	2.34557
1759096_at	2.32465	2.32487
1762661_at	2.30539	2.30558
1766490_s_at	6.19780	6.19792
1765166_s_at	2.39164	2.39136
1759192_at	2.39434	2.39413
AFFX-yel006_3_at	2.29968	2.29950
1767685_at	2.29194	2.29221
1767693_s_at	2.37724	2.37795
1759118_s_at	2.29346	2.29324
1765183_s_at	2.51524	2.51204
1769151_s_at	2.68571	2.69930
1764742_s_at	2.50590	2.49090
1764353_s_at	2.48100	2.48134
1765980_s_at	2.34104	2.34088
1763512_at	2.41296	2.41276
1762729_at	2.28497	2.28520
1764086_s_at	4.07011	4.06532
1759383_s_at	2.51855	2.51257
1761069_s_at	2.39553	2.39635
1763971_at	2.38306	2.38269
1761003_s_at	2.29121	2.29138
1762821_s_at	2.42376	2.42402
1767337_s_at	2.29900	2.29882
1769118_at	2.31440	2.31461
1765157_s_at	2.34305	2.34325
1766763_at	2.33936	2.33923
1768100_at	2.29502	2.29483
1760248_s_at	2.31633	2.31614
1768554_at	2.32359	2.32393
1761558_s_at	2.45848	2.46384
1762887_x_at	2.28847	2.28868
1759684_at	2.35454	2.35475
1766559_s_at	2.41462	2.41388
1768092_s_at	2.40454	2.40490
1759880_s_at	2.34256	2.34238
1759676_at	2.24345	2.24356
1763513_s_at	2.35186	2.35161
1761190_s_at	2.35472	2.35492
1768319_s_at	2.32615	2.32636
1763642_s_at	2.84649	2.84473
1764318_at	5.48513	5.39393
1759924_at	2.38309	2.38329
1761427_at	2.44438	2.44371
1768852_s_at	2.33751	2.33764
1764207_s_at	2.32269	2.32299
1764320_s_at	2.32731	2.32712
1766618_s_at	2.33403	2.33420
1759244_at	2.31953	2.31980
1761598_s_at	2.28597	2.28579
1766437_s_at	2.42060	2.42079
1762273_at	2.28154	2.28135
1765209_at	2.39435	2.39464
1769284_s_at	2.82150	2.82132
1760139_s_at	2.38064	2.38040
1761101_at	2.27784	2.27765
1761499_s_at	2.37516	2.37479
1761022_s_at	2.31740	2.31754
1762462_s_at	2.47963	2.48054
1762946_s_at	2.31337	2.31357
1766110_s_at	2.28877	2.28858
1762755_x_at	2.41916	2.42180
1764975_s_at	2.35468	2.35485
1764565_at	2.30392	2.30407
1769178_s_at	2.50090	2.50114
1762369_at	2.33946	2.33974
1765871_s_at	2.38190	2.38149
1762526_s_at	2.27335	2.27350
1761542_s_at	2.28046	2.28027
1766417_s_at	3.68763	3.66453
1765660_s_at	2.32044	2.32059
1760865_s_at	2.33037	2.33073
1762181_s_at	2.46217	2.46211
1759611_s_at	2.34186	2.34168
1768126_at	2.37342	2.37396
1764763_at	2.31324	2.31305
1763875_s_at	2.31317	2.31298
1761227_s_at	2.41444	2.41501
1767221_s_at	4.01507	4.01523
1762968_s_at	2.35606	2.35588
